Aveprice,Floor,Garden,Layout,Price,Region,Size,Year
36688元/㎡,7,西辛南区,3 室 1 厅 1 卫,338 万,顺义石门西外街,92,2003
16623元/㎡,6,金鑫苑小区,2 室 1 厅 1 卫,145 万,房山窦店大窦路,87,2004
85724元/㎡,14,后现代城(B区),2 室 1 厅 1 卫,768 万,朝阳双井百子湾路16号,89,2006
34345元/㎡,8,长阳光合作用,2 室 2 厅 2 卫,283 万,房山长阳长韩路,82,2018
22341元/㎡,6,高塔小区(北区),3 室 1 厅 1 卫,210 万,延庆延庆城区高塔街,94,2005
44898元/㎡,17,北街家园(八区),2 室 1 厅 2 卫,410 万,昌平沙河高教园北二街,91,2010
52446元/㎡,21,住总旗胜家园(南区),3 室 1 厅 1 卫,475 万,昌平霍营建材城西路,90,2009
82862元/㎡,18,安宁佳园,3 室 1 厅 1 卫,805 万,海淀安宁庄安宁佳园东路,97,2007
119314元/㎡,17,新景家园(东区),2 室 1 厅 1 卫,960 万,东城崇文门西花市大街32号,80,2005
21879元/㎡,15,恒大御峰,3 室 2 厅 2 卫,253.96 万,房山房山周边西大街6号,116,2020
51667元/㎡,7,金色漫香林(二期),2 室 2 厅 1 卫,465 万,大兴亦庄东渠路,90,2010
28808元/㎡,6,上营北区,2 室 1 厅 1 卫,237 万,密云密云城区育才路,82,2005
95295元/㎡,6,裕隆新村,2 室 1 厅 1 卫,810 万,海淀马连洼龙背村路,85,2008
31089元/㎡,9,瑞雪春堂,2 室 1 厅 2 卫,276 万,房山良乡良官公路,88,2011
38820元/㎡,6,蓬莱公寓,2 室 1 厅 1 卫,325 万,昌平北七家立汤路,83,2000
50029元/㎡,16,艺苑桐城,2 室 1 厅 1 卫,445 万,大兴黄村永华路6号,89,2009
31183元/㎡,7,世嘉光织谷(东区),2 室 2 厅 1 卫,290 万,怀柔雁栖乐园西大街13号,93,2008
71740元/㎡,24,林肯公园C区,2 室 2 厅 1 卫,660 万,大兴亦庄西环北路,92,2015
136339元/㎡,26,玺源台,2 室 1 厅 2 卫,1210 万,西城广安门外莲花河北街11号,88,2013
66675元/㎡,10,建材城东二里,3 室 1 厅 1 卫,550 万,海淀西三旗建材城东路,82,1998
26527元/㎡,11,瑞海姆公寓,2 室 1 厅 1 卫,252 万,密云密云周边京密路,95,2006
48621元/㎡,10,芳源里,2 室 1 厅 1 卫,430 万,大兴旧宫 南小街路,88,2010
70962元/㎡,13,彩虹城五区,2 室 1 厅 1 卫,608 万,丰台石榴庄光彩路67号,85,2005
21000元/㎡,6,良工佳苑,3 室 1 厅 1 卫,176 万,房山房山城关农林路2号,83,2013
31112元/㎡,17,瑞雪春堂,2 室 1 厅 1 卫,280 万,房山良乡良官公路,90,2009
18902元/㎡,5,蓝天花园,2 室 2 厅 1 卫,172 万,大兴大兴周边福源路,91,2005
23781元/㎡,18,涧桥山,2 室 1 厅 1 卫,198 万,密云密云城区园林东路1号,83,2012
97247元/㎡,18,凯旋城,2 室 1 厅 2 卫,890 万,朝阳亚运村小营北苑路170号,91,2005
33627元/㎡,20,紫贵庄园,3 室 2 厅 2 卫,325 万,平谷平谷城区新平北路,96,2012
19125元/㎡,6,营房小区,2 室 1 厅 1 卫,153 万,房山房山城关城关西大街,80,2007
25778元/㎡,15,玉竹园小区一里,2 室 1 厅 1 卫,232 万,房山良乡长虹东路18号,90,2002
21737元/㎡,6,檀城(东区),2 室 1 厅 1 卫,180 万,密云密云城区新中街,82,2002
48973元/㎡,6,武夷花园牡丹园,2 室 1 厅 1 卫,436 万,通州武夷花园通胡大街,89,2003
24656元/㎡,6,长龙苑,2 室 1 厅 1 卫,220 万,房山长阳大宁二路,89,2004
24323元/㎡,18,首城汇景湾(北区),2 室 2 厅 1 卫,210 万,平谷马坊梨羊路5号,86,2014
20619元/㎡,6,东外小区,3 室 1 厅 1 卫,200 万,延庆延庆城区东外大街,97,1997
15255元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,135 万,延庆康庄西官路,88,2012
30419元/㎡,11,碧桂园(三期),2 室 1 厅 1 卫,279 万,房山长阳昊天北大街,91,2007
23051元/㎡,5,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,225 万,大兴大兴周边育新街32号,97,2008
37227元/㎡,18,新源时代小区,2 室 1 厅 1 卫,298 万,大兴生物医药基地纪百户街16号,80,2012
69026元/㎡,22,公园悦府,2 室 1 厅 1 卫,560 万,"昌平回龙观文华东路,近回南北路",81,2014
36145元/㎡,12,瀛海家园和园,2 室 2 厅 1 卫,300 万,大兴瀛海镇瀛坤路2号,83,2014
35748元/㎡,16,西悦雅居,2 室 1 厅 1 卫,311 万,房山长阳祥云街10号,87,2014
31356元/㎡,14,加州水郡西区,2 室 1 厅 1 卫,279 万,房山长阳昊天北大街48号,89,2011
44982元/㎡,22,双合小区D区(建工双合家园D区),2 室 1 厅 1 卫,389 万,朝阳垡头双合中路4号,86,2013
38987元/㎡,6,同兴园小区,3 室 1 厅 1 卫,360 万,大兴西红门南西路,92,1999
30000元/㎡,6,富乐大街9号院,3 室 1 厅 1 卫,288 万,怀柔怀柔城区富乐大街9号,96,2000
52934元/㎡,6,金色漫香林(一期),2 室 2 厅 1 卫,470 万,大兴亦庄小羊坊东路1号,88,2010
29671元/㎡,6,郝庄家园(北区),2 室 1 厅 1 卫,270 万,昌平昌平县城南北庄路,91,1998
31600元/㎡,6,老宿舍17号院,2 室 1 厅 1 卫,260 万,门头沟城子街道 新建路,82,2001
52890元/㎡,21,住总旗胜家园(南区),2 室 2 厅 1 卫,475 万,昌平霍营建材城西路,89,2009
91342元/㎡,11,珠江罗马嘉园(东区),2 室 1 厅 1 卫,749 万,朝阳朝青板块朝阳北路107号,82,2008
23296元/㎡,15,育新花园南里,2 室 2 厅 1 卫,205 万,大兴大兴周边育仁街1号,88,2013
22058元/㎡,15,北京城建琨廷(南区),2 室 2 厅 1 卫,196 万,房山窦店于庄路1号,88,2015
105858元/㎡,28,首城国际,2 室 1 厅 1 卫,938 万,朝阳双井广渠路36号,88,2012
52509元/㎡,18,苹果园二区,3 室 1 厅 1 卫,450 万,石景山苹果园苹果园大街,85,1993
46836元/㎡,17,路劲世界城,3 室 2 厅 1 卫,450 万,昌平南邵镇昌金路,96,2013
114831元/㎡,12,富力城(D区),2 室 2 厅 1 卫,1060 万,朝阳双井东三环中路35号,92,2007
31411元/㎡,6,青春路31号院,3 室 1 厅 1 卫,245 万,怀柔怀柔城区青春路31号,78,2002
20109元/㎡,6,水墨林溪,2 室 2 厅 1 卫,178 万,房山窦店大窦路,88,2007
30741元/㎡,10,中昂邑上原著,2 室 2 厅 1 卫,249 万,平谷平谷城区平谷大街,81,2012
124599元/㎡,26,富力城(D区),2 室 2 厅 1 卫,1087 万,朝阳双井东三环中路35号,87,2008
28090元/㎡,15,联港嘉园D区,2 室 1 厅 1 卫,250 万,大兴生物医药基地黄良路,89,2012
40090元/㎡,6,龙锦苑东一区,2 室 1 厅 1 卫,395 万,昌平回龙观露营西路,98,2007
57647元/㎡,22,富力又一城(B区),2 室 1 厅 1 卫,510 万,朝阳豆各庄大鲁店北路40号,88,2010
65110元/㎡,9,金域东郡,3 室 2 厅 1 卫,588 万,大兴亦庄四合路3号,90,2015
40210元/㎡,6,水关新村,2 室 2 厅 1 卫,368 万,昌平昌平县城富康路,91,1995
22398元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,196 万,大兴大兴周边育新街32号,87,2010
26042元/㎡,6,月华小区,3 室 1 厅 1 卫,260 万,房山良乡良乡月华东里,99,2000
47783元/㎡,9,北街家园一区,3 室 1 厅 1 卫,390 万,昌平沙河高教园北一街,81,2006
55980元/㎡,18,永乐(东区),3 室 1 厅 1 卫,455 万,石景山鲁谷鲁谷大街,81,1993
29992元/㎡,9,典雅庄园,2 室 2 厅 1 卫,248 万,昌平小汤山北顺沙路81号,82,2005
40878元/㎡,11,金源泉,2 室 2 厅 1 卫,395 万,通州果园北苑南路28号,96,2004
23105元/㎡,6,双阳南区,2 室 2 厅 1 卫,210 万,顺义杨镇环镇路,90,2004
24111元/㎡,6,石桥西区,2 室 2 厅 1 卫,208 万,密云密云周边檀西路,86,2000
36628元/㎡,10,三槐家园,2 室 2 厅 1 卫,315 万,大兴旧宫 三槐南路,86,2011
162791元/㎡,12,时雨园(蓝靛厂),2 室 1 厅 1 卫,1400 万,海淀世纪城蓝靛厂路,86,2000
104697元/㎡,17,定慧福里(南区),2 室 1 厅 1 卫,1030 万,海淀定慧寺八里庄路62号,98,2010
38058元/㎡,6,京科苑,2 室 1 厅 1 卫,286 万,昌平昌平县城昌盛路3号,75,1998
21023元/㎡,18,育新花园北里,2 室 2 厅 1 卫,185 万,大兴大兴周边育林街,88,2010
19840元/㎡,5,新兴小区(西区),3 室 2 厅 1 卫,175 万,延庆延庆城区新城街,88,1996
37016元/㎡,15,瀛海家园和园,2 室 2 厅 1 卫,315 万,大兴瀛海镇瀛坤路2号,85,2014
26796元/㎡,15,北京城建上河湾(南区),3 室 1 厅 1 卫,253 万,密云密云城区李各庄路6号,94,2006
39964元/㎡,22,长阳半岛1号院,2 室 1 厅 1 卫,355 万,房山长阳祥云街1号,88,2012
33548元/㎡,5,顶秀美泉小镇B区,2 室 2 厅 1 卫,298 万,怀柔雁栖京加线,88,2016
22728元/㎡,6,一品嘉园(西区),2 室 1 厅 1 卫,200 万,大兴磁各庄魏西路1号,88,2012
23810元/㎡,6,密西花园,2 室 2 厅 1 卫,200 万,密云密云城区新北路26号,84,2000
30242元/㎡,15,御园C区,1 室 1 厅 1 卫,180 万,大兴庞各庄民生路4号,59,2014
72977元/㎡,14,和平街十五区(1号院),1 室 1 厅 1 卫,357 万,朝阳和平街和平里15号,48,1988
52479元/㎡,6,领秀慧谷B区(四区),3 室 1 厅 1 卫,470 万,昌平回龙观农学院北路9号,89,2012
43056元/㎡,9,馨然嘉园一区(长阳国际城一区),3 室 2 厅 1 卫,385 万,房山长阳长政南街,89,2012
41667元/㎡,6,翠屏南里,2 室 2 厅 1 卫,380 万,通州九棵树九棵树西路,91,1995
25843元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,230 万,大兴大兴周边采育镇30号,89,2013
28374元/㎡,6,南宫雅苑(东区),2 室 2 厅 1 卫,282 万,丰台云岗康泉路,99,2006
26919元/㎡,6,苏庄二里,2 室 1 厅 1 卫,235 万,房山良乡良乡苏庄东街,87,2000
24607元/㎡,6,燕化星城健德四里,2 室 2 厅 1 卫,200 万,房山阎村紫燕中路,81,1998
61070元/㎡,9,保利西山林语,2 室 2 厅 1 卫,555 万,海淀西北旺黑龙潭路,90,2010
41253元/㎡,6,南环里(东区),1 室 1 厅 1 卫,245 万,昌平昌平县城南环路,59,1993
41977元/㎡,5,北环里小区,1 室 1 厅 1 卫,175 万,昌平昌平县城西环路,41,1994
91925元/㎡,6,梅园(海淀),2 室 1 厅 1 卫,535 万,海淀马连洼圆明园西路,58,1995
26292元/㎡,18,天恒乐活城(北区),3 室 2 厅 1 卫,231 万,房山阎村紫码路,87,2012
27966元/㎡,8,联港嘉园D区,2 室 1 厅 1 卫,240 万,大兴生物医药基地黄良路,85,2012
37024元/㎡,15,瀛海家园融园,2 室 1 厅 1 卫,308 万,大兴瀛海镇灜坤路3号,83,2014
34418元/㎡,6,兴政西里,2 室 2 厅 2 卫,290 万,大兴黄村兴华大街,84,1996
36385元/㎡,15,瀛海家园瑞园,2 室 2 厅 1 卫,310 万,大兴瀛海镇瀛坤路4号,85,2014
47325元/㎡,12,天通苑北二区,4 室 2 厅 2 卫,780 万,昌平天通苑太平庄中二街,164,2005
19812元/㎡,6,福星家园(A区),2 室 1 厅 1 卫,160 万,房山房山城关房山北大街,80,2000
38337元/㎡,27,熙悦春天,2 室 1 厅 1 卫,319 万,大兴生物医药基地思邈路2号,83,2014
82076元/㎡,14,CBD总部公寓二期,1 室 1 厅 1 卫,718 万,朝阳双井光华北一街,87,2004
36919元/㎡,14,中国水电北郡嘉源,2 室 1 厅 1 卫,299 万,昌平南邵镇南丰路,81,2013
34982元/㎡,15,瀛海家园瑞园,2 室 2 厅 1 卫,300 万,大兴瀛海镇瀛坤路4号,85,2014
26137元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,230 万,大兴大兴周边育新街32号,88,2010
97412元/㎡,6,裕隆新村,2 室 1 厅 1 卫,828 万,海淀马连洼龙背村路,85,2008
27164元/㎡,5,川北小区,2 室 1 厅 1 卫,145 万,延庆延庆城区东外大街,53,2000
51862元/㎡,6,八角北路社区,3 室 1 厅 1 卫,280 万,石景山八角八角北路44号,54,1984
26513元/㎡,3,温泉馨苑,2 室 2 厅 1 卫,135 万,延庆延庆城区医孟路,50,2000
39924元/㎡,20,馨然嘉园一区(长阳国际城一区),3 室 2 厅 1 卫,355 万,房山长阳长政南街,88,2012
33216元/㎡,6,天堂河(北区),2 室 1 厅 1 卫,188 万,大兴生物医药基地魏永路,56,1993
155598元/㎡,6,裕中西里,2 室 1 厅 1 卫,820 万,西城德胜门北三环中路,52,1980
24569元/㎡,6,明慧嘉园,2 室 1 厅 1 卫,215 万,房山良乡良乡太平庄南路,87,2003
44276元/㎡,15,住总万科橙,3 室 2 厅 1 卫,413 万,大兴生物医药基地新源大街,93,2015
60356元/㎡,6,兴琦家园,2 室 1 厅 1 卫,510 万,丰台马家堡角门南路48号,84,2003
22702元/㎡,6,城关仓房小区,1 室 1 厅 1 卫,100 万,房山房山城关城关北大街,44,1992
22000元/㎡,10,京南嘉园,3 室 1 厅 1 卫,198 万,房山窦店大窦路,90,2015
76101元/㎡,11,炫特区,1 室 1 厅 1 卫,420 万,朝阳石佛营石佛营东路,55,2006
93189元/㎡,25,丽都壹号,2 室 2 厅 1 卫,825 万,朝阳酒仙桥驼房营路,88,2017
87629元/㎡,26,中广宜景湾,2 室 1 厅 1 卫,850 万,朝阳望京望京西路,97,2012
37207元/㎡,16,合景香悦四季(西区),3 室 2 厅 2 卫,365 万,顺义马坡乾安路3号,98,2014
118584元/㎡,13,兰德华庭,1 室 1 厅 1 卫,700 万,海淀田村阜石路35号,59,2004
39345元/㎡,18,金域缇香,2 室 2 厅 1 卫,360 万,房山长阳长韩路10号,91,2015
35960元/㎡,6,兴海园,3 室 2 厅 1 卫,325 万,大兴瀛海镇黄亦路,90,1995
45128元/㎡,12,智地香蜜湾,2 室 1 厅 1 卫,420 万,顺义后沙峪后沙峪裕民大街38号,93,2010
25355元/㎡,14,珠江逸景家园(南区),2 室 2 厅 1 卫,238 万,通州马驹桥景盛北一街16号,93,2010
56977元/㎡,11,垡头翠城盛园社区(垡头翠成馨园C区112-144号),2 室 2 厅 1 卫,490 万,朝阳垡头垡头路,86,2004
27907元/㎡,11,联港嘉园A区,2 室 2 厅 1 卫,240 万,大兴生物医药基地文新南街265号,86,2012
92937元/㎡,4,荷塘月舍,4 室 2 厅 2 卫,1450 万,海淀马连洼天秀路,156,2004
38504元/㎡,6,绿丰家园,2 室 2 厅 1 卫,320 万,朝阳豆各庄绿丰家园东路,83,2006
41309元/㎡,21,首开熙悦山熹园,2 室 1 厅 1 卫,360 万,"房山长阳康泽路,近京深路",87,2013
63570元/㎡,3,鸿坤林语墅,4 室 3 厅 2 卫,2300 万,大兴西红门欣荣南大街,361,2013
18311元/㎡,16,首创澜茵山,3 室 2 厅 1 卫,177.5 万,密云密云城区密关路,96,2011
20524元/㎡,15,山水汇豪苑(北区),2 室 2 厅 1 卫,178 万,房山窦店窦店北路,86,2012
96218元/㎡,9,雅世合金公寓,2 室 1 厅 1 卫,870 万,海淀田村永定路2号,90,2010
44868元/㎡,16,南海家园六里,3 室 2 厅 1 卫,445 万,大兴亦庄泰河一街,99,2013
78536元/㎡,13,馨泰园小区,2 室 1 厅 1 卫,697 万,丰台马家堡马家堡西路32号,88,2006
19073元/㎡,6,果园西里小区,3 室 2 厅 2 卫,185 万,密云密云城区西门外大街16号,97,1998
23627元/㎡,6,顺鑫澜庭,2 室 2 厅 1 卫,215 万,顺义杨镇木北路,91,2008
44187元/㎡,6,麓景嘉园北里,2 室 1 厅 1 卫,380 万,海淀苏家坨苏家坨北路,86,2013
20323元/㎡,6,水墨林溪,2 室 2 厅 1 卫,180 万,房山窦店大窦路,88,2007
114621元/㎡,16,交大东路52号院,3 室 1 厅 1 卫,940 万,海淀交通大学交大东路52号,82,1990
27763元/㎡,6,北潞馨家园,2 室 1 厅 1 卫,245 万,房山良乡房山区良乡良坨大街,88,2010
19133元/㎡,6,腾龙家园(一区),2 室 2 厅 1 卫,176 万,房山窦店大窦路,92,2008
29796元/㎡,19,世纪家园(密云),2 室 1 厅 1 卫,240 万,密云密云周边新中街,80,2009
23221元/㎡,15,紫贵御园(北区),2 室 1 厅 1 卫,199 万,平谷平谷周边定福东路180号,85,2015
78697元/㎡,7,利泽西园,3 室 1 厅 1 卫,710 万,朝阳望京广顺北大街,90,1999
46927元/㎡,6,金顶街教工楼,2 室 1 厅 1 卫,229 万,石景山苹果园金顶北街,48,1985
26812元/㎡,11,首开缇香郡,3 室 2 厅 1 卫,239 万,通州台湖镇通房路,89,2016
46412元/㎡,3,宜山居(一区三区五区),4 室 2 厅 3 卫,789 万,昌平南邵镇南金路7号,170,2020
63204元/㎡,25,望春园,2 室 1 厅 1 卫,595 万,朝阳北苑锦芳北街,94,2007
27043元/㎡,11,联港嘉园A区,2 室 2 厅 1 卫,242 万,大兴生物医药基地文新南街265号,89,2012
30632元/㎡,15,鸿顺园东区,2 室 1 厅 2 卫,280 万,房山良乡房山区良乡长虹东路,91,2012
90052元/㎡,14,润枫水尚(西区),2 室 1 厅 1 卫,850 万,朝阳朝青板块青年路西里5号,94,2008
49211元/㎡,24,重聚园,2 室 1 厅 1 卫,455 万,石景山鲁谷鲁谷大街41-1号,92,2003
37250元/㎡,18,新源时代小区,2 室 1 厅 1 卫,298 万,大兴生物医药基地纪百户街16号,80,2013
30665元/㎡,6,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,280 万,大兴大兴周边育镇街31号,91,2010
33334元/㎡,9,金科帕提欧,2 室 2 厅 1 卫,290 万,昌平小汤山北沙顺路91号,87,2008
23530元/㎡,15,育新花园中里,2 室 2 厅 1 卫,200 万,大兴大兴周边育林街,85,2013
25958元/㎡,15,万科幸福汇,2 室 1 厅 1 卫,210 万,房山窦店大窦路257号,80,2012
46307元/㎡,7,武夷花园牡丹园,2 室 2 厅 1 卫,405 万,通州武夷花园通胡大街,87,2003
19900元/㎡,6,南菜园二区(南菜园南二区),2 室 2 厅 1 卫,175 万,延庆延庆城区菜园南街,87,2003
19114元/㎡,6,营房小区,2 室 2 厅 1 卫,166 万,房山房山城关城关西大街,86,2002
38061元/㎡,11,中国水电北郡嘉源,2 室 1 厅 1 卫,310 万,昌平南邵镇南丰路,81,2010
39117元/㎡,10,珠江拉维小镇,3 室 1 厅 1 卫,365 万,通州潞苑潞苑东路40号,93,2012
34959元/㎡,5,顶秀美泉小镇B区,2 室 2 厅 2 卫,350 万,怀柔雁栖京加线,100,2016
44661元/㎡,21,首开熙悦山澜庭,2 室 1 厅 1 卫,399 万,房山长阳怡和北路1号,89,2014
34670元/㎡,10,原香小镇(一区),2 室 1 厅 1 卫,308 万,房山长阳广阳中路1号,88,2011
17818元/㎡,15,首创澜茵山,3 室 2 厅 1 卫,175 万,密云密云城区密关路,98,2015
63823元/㎡,14,芳群园三区,2 室 1 厅 1 卫,365 万,丰台方庄蒲黄榆路,57,1995
30574元/㎡,16,绿地朗山产业园,1 室 1 厅 1 卫,130 万,密云密云城区滨河路,42,2006
15412元/㎡,6,雅苑,2 室 1 厅 1 卫,139 万,房山韩村河岳琉路,90,2011
47609元/㎡,25,梧桐苑知秋园,3 室 2 厅 1 卫,426 万,门头沟永定龙兴南二路10号,89,2013
30000元/㎡,13,格兰山水(二期南区),3 室 2 厅 1 卫,270 万,延庆延庆城区孟家庄路61号,90,2014
41551元/㎡,9,长阳半岛3号院,4 室 2 厅 2 卫,566 万,房山长阳祥云街3号,136,2013
89915元/㎡,2,领秀硅谷,4 室 2 厅 3 卫,1750 万,海淀西二旗西二旗中路6号,194,2005
86561元/㎡,7,西山壹号院(北区),4 室 2 厅 4 卫,3800 万,"海淀西北旺软件园南街,近永丰路",439,2010
23349元/㎡,6,沁园春景,1 室 1 厅 1 卫,140 万,房山窦店大窦路,60,2005
78665元/㎡,13,清缘东里,2 室 1 厅 1 卫,688 万,海淀清河龙岗路48号,87,2005
67292元/㎡,11,流星花园三区,1 室 1 厅 1 卫,323 万,昌平回龙观文化路23号,48,2006
43992元/㎡,18,长阳半岛云湾家园1号院,2 室 2 厅 1 卫,358 万,房山长阳怡和路1号,81,2013
70844元/㎡,15,芳古园一区,3 室 1 厅 1 卫,700 万,丰台方庄方庄蒲芳路9号,98,1992
155109元/㎡,27,橡树湾(三期),4 室 1 厅 2 卫,1550 万,海淀清河清河中街68号,99,2011
22786元/㎡,15,北京城建琨廷(南区),2 室 2 厅 1 卫,205 万,房山窦店于庄路1号,90,2015
15841元/㎡,6,世界名园(A区),2 室 2 厅 1 卫,155 万,房山窦店汇丰街3号,97,2009
37992元/㎡,15,瀛海家园逸园,2 室 2 厅 1 卫,314 万,大兴瀛海镇灜坤路1号,82,2014
33708元/㎡,12,首座御园(二期2号院),2 室 1 厅 1 卫,300 万,大兴黄村清泰路2号,89,2010
35291元/㎡,23,融科香雪兰溪,3 室 2 厅 1 卫,315 万,通州马驹桥景盛北二街3号,89,2009
39679元/㎡,17,金域缇香,1 室 1 厅 1 卫,252 万,房山长阳长韩路10号,63,2014
16482元/㎡,6,金水家园(东区),2 室 1 厅 1 卫,98 万,房山琉璃河车站东街3号,59,1993
30110元/㎡,5,汤HOUSE,1 室 1 厅 1 卫,245 万,昌平小汤山南顺沙路96号,81,2006
21118元/㎡,6,颍泽洲,3 室 2 厅 1 卫,198 万,延庆延庆城区菜园南街,93,2002
37117元/㎡,12,和平家园小区,2 室 1 厅 1 卫,330 万,昌平昌平县城鼓楼西街,88,2004
50265元/㎡,12,当代名筑家园,2 室 1 厅 1 卫,495 万,通州梨园京津公路,98,2005
45578元/㎡,5,定福庄北里2号院,3 室 1 厅 1 卫,355 万,朝阳定福庄朝阳路,77,1987
42946元/㎡,9,长阳半岛3号院,4 室 2 厅 2 卫,585 万,房山长阳祥云街3号,136,2013
35824元/㎡,6,京科苑,3 室 1 厅 1 卫,315 万,昌平昌平县城昌盛路3号,87,2000
23883元/㎡,15,育新花园西里,2 室 2 厅 1 卫,203 万,大兴大兴周边育林街3号,85,2013
87735元/㎡,6,菊园,2 室 1 厅 1 卫,515 万,海淀马连洼马连洼北路,58,2000
37795元/㎡,15,万通怀柔新新家园,2 室 1 厅 1 卫,305 万,怀柔怀柔城区迎宾路,80,2016
19874元/㎡,6,兴谷园小区,2 室 1 厅 1 卫,195 万,平谷平谷城区平翔路,98,2005
34001元/㎡,6,金台园小区,3 室 1 厅 1 卫,248 万,怀柔怀柔城区迎宾北路,72,1999
124599元/㎡,26,富力城(D区),2 室 2 厅 1 卫,1087 万,朝阳双井东三环中路35号,87,2006
45084元/㎡,10,珠江拉维小镇,2 室 1 厅 1 卫,420 万,通州潞苑潞苑东路40号,93,2011
67292元/㎡,11,流星花园三区,1 室 1 厅 1 卫,323 万,昌平回龙观文化路23号,48,2005
127157元/㎡,15,紫金长安,4 室 2 厅 3 卫,2550 万,海淀五棵松西翠路17号,200,2000
40090元/㎡,6,龙锦苑东一区,2 室 1 厅 1 卫,395 万,昌平回龙观露营西路,98,2008
61468元/㎡,11,流星花园三区,2 室 1 厅 1 卫,532 万,昌平回龙观文化路23号,86,2004
18304元/㎡,6,田家园小区,2 室 2 厅 1 卫,169 万,房山窦店大窦路,92,2006
127157元/㎡,15,紫金长安,4 室 2 厅 3 卫,2550 万,海淀五棵松西翠路17号,200,2005
21957元/㎡,6,明源北里,3 室 2 厅 1 卫,202 万,房山良乡房山区良乡昊天大街,92,2005
55296元/㎡,21,住总旗胜家园(南区),2 室 1 厅 1 卫,460 万,昌平霍营建材城西路,83,2009
18293元/㎡,4,龙湖长城源著(一期),2 室 1 厅 2 卫,150 万,密云密云周边司马台村1号,82,2006
40450元/㎡,16,首创美澜湾(D区),2 室 1 厅 1 卫,360 万,大兴观音寺福礼路3号,89,2015
36322元/㎡,20,馨然嘉园一区(长阳国际城一区),2 室 2 厅 1 卫,295 万,房山长阳长政南街,81,2011
69228元/㎡,24,沿海赛洛城(北区),1 室 1 厅 1 卫,355 万,朝阳百子湾百子湾东里104号,51,2010
120311元/㎡,6,富贵园(四区),4 室 1 厅 2 卫,1847 万,"东城东花市鼎新路,近广渠门内大街",153,2006
27651元/㎡,6,罗府家园,2 室 1 厅 1 卫,235 万,房山良乡房山区良乡拱辰南大街85号,85,2004
27689元/㎡,5,川北小区,2 室 1 厅 1 卫,155 万,延庆延庆城区东外大街,56,1996
35100元/㎡,16,首开国风美仑,3 室 2 厅 1 卫,318 万,通州马驹桥兴贸二街,90,2013
104598元/㎡,18,幸福家园二期,2 室 1 厅 1 卫,910 万,东城广渠门幸福大街,87,2004
34853元/㎡,6,兴海园,3 室 2 厅 1 卫,315 万,大兴瀛海镇黄亦路,90,2011
83087元/㎡,24,望京花园西区,2 室 2 厅 2 卫,673 万,朝阳望京利泽中二路,81,2001
30899元/㎡,6,青春路甲46号院,3 室 1 厅 1 卫,258 万,怀柔怀柔城区青春路甲46号,83,2000
57877元/㎡,32,新康园(北区),2 室 1 厅 1 卫,575 万,昌平霍营黄平路,99,2003
50613元/㎡,21,北街家园一区,3 室 1 厅 1 卫,450 万,昌平沙河高教园北一街,88,2008
21932元/㎡,18,涧桥山,2 室 1 厅 1 卫,193 万,密云密云城区园林东路1号,88,2012
25000元/㎡,7,中昂邑上原著,2 室 2 厅 2 卫,245 万,平谷平谷城区平谷大街,98,2015
20719元/㎡,17,山水汇豪苑(北区),2 室 1 厅 1 卫,180 万,房山窦店窦店北路,86,2012
27730元/㎡,6,宾阳里小区,2 室 2 厅 1 卫,160 万,密云密云城区新东路,57,2000
56799元/㎡,15,金隅万科城,3 室 2 厅 1 卫,500 万,昌平昌平县城南环路10号,88,2012
34626元/㎡,6,珠光逸景(一号院),1 室 1 厅 1 卫,192 万,丰台长辛店太柏西路1号,55,2014
68227元/㎡,22,公园悦府,2 室 1 厅 2 卫,630 万,"昌平回龙观文华东路,近回南北路",92,2011
30354元/㎡,7,世嘉光织谷(西区),1 室 1 厅 1 卫,163 万,怀柔雁栖乐园西大街15号,53,2011
67346元/㎡,27,万芳园二区(万年花城四期),2 室 1 厅 1 卫,595 万,丰台玉泉营万芳路,88,2008
47208元/㎡,8,金色漫香苑,2 室 2 厅 1 卫,415 万,昌平北七家天权路2号,87,2013
32251元/㎡,6,世嘉光织谷(东区),2 室 2 厅 1 卫,275 万,怀柔雁栖乐园西大街13号,85,2013
39671元/㎡,18,首开熙悦山熹园,2 室 1 厅 1 卫,332 万,"房山长阳康泽路,近京深路",83,2013
37500元/㎡,6,三槐家园,2 室 2 厅 1 卫,315 万,大兴旧宫 三槐南路,84,2013
23533元/㎡,15,北京城建琨廷(北区),2 室 2 厅 1 卫,202 万,房山窦店于瓦北路17号,85,2010
38891元/㎡,16,馨然嘉园三区(长阳国际城三区),3 室 1 厅 1 卫,345 万,房山长阳长政南街,88,2012
32184元/㎡,10,金科帕提欧,2 室 2 厅 1 卫,280 万,昌平小汤山北沙顺路91号,87,2010
20223元/㎡,6,石桥西区,2 室 2 厅 1 卫,182 万,密云密云周边檀西路,90,2006
151976元/㎡,27,橡树湾(三期),4 室 2 厅 2 卫,1500 万,海淀清河清河中街68号,98,2012
